LEVEL1ID	LEVEL2ID	LEVEL3ID	LEVEL4ID	LEVEL5ID	Organization	Organization.fullname	AADD	IDlevel	LEV_0	ORG_0	LEV_1	ORG_1	LEV_2	ORG_2	LEV_3	ORG_3	LEV_4	ORG_4	pathString	I
1	200	306	425	0	Atlantic Region, FAB	Atlantic Region, FAB	ARF	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	F&AB	Finance & Administration Branch	ARF	Atlantic Region, FAB	CRA/B/F&AB/ARF	80
1	200	306	426	0	Ontario Region, FAB	Ontario Region, FAB	ORF	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	F&AB	Finance & Administration Branch	ORF	Ontario Region, FAB	CRA/B/F&AB/ORF	81
1	200	306	427	0	Western Region, FAB	Western Region, FAB	WRF	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	F&AB	Finance & Administration Branch	WRF	Western Region, FAB	CRA/B/F&AB/WRF	82
1	200	306	428	0	Quebec Region, FAB	Quebec Region, FAB	QRF	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	F&AB	Finance & Administration Branch	QRF	Quebec Region, FAB	CRA/B/F&AB/QRF	83
1	200	306	429	0	Financial Management Adv...ces Directorate (FMASD)	Financial Management Advisory Services Directorate (FMASD)	FMAD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	F&AB	Finance & Administration Branch	FMAD	Financial Management Advisory Service...	CRA/B/F&AB/FMAD	84
1	200	306	430	0	Security and Internal Affairs Directorate (SIAD)	Security and Internal Affairs Directorate (SIAD)	SIAD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	F&AB	Finance & Administration Branch	SIAD	Security and Internal Affairs Directo...	CRA/B/F&AB/SIAD	85
1	200	306	431	0	Financial Administration Directorate (FAD)	Financial Administration Directorate (FAD)	FAD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	F&AB	Finance & Administration Branch	FAD	Financial Administration Directorate ...	CRA/B/F&AB/FAD	86
1	200	306	432	0	Resource Management Directorate (RMD)	Resource Management Directorate (RMD)	RMD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	F&AB	Finance & Administration Branch	RMD	Resource Management Directorate (RMD)	CRA/B/F&AB/RMD	87
1	200	306	433	0	Administration Directorate (AD)	Administration Directorate (AD)	AD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	F&AB	Finance & Administration Branch	AD	Administration Directorate (AD)	CRA/B/F&AB/AD	88
1	200	306	434	0	Real Property & Service Integration Directorate	Real Property & Service Integration Directorate	RP&SID	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	F&AB	Finance & Administration Branch	RP&SID	Real Property & Service Integration D...	CRA/B/F&AB/RP&SID	89
1	200	307	0	0	Human Resources Branch	Human Resources Branch	HRB	3	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	HRB	Human Resources Branch			CRA/B/HRB	90
1	200	307	435	0	Assistant Commissioner's...Integration Directorate	Assistant Commissioner's Office / Deputy Assistant Commissioner's Office / Executive Coordinator's Office / Strategic Business Integration Directorate	ACD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	HRB	Human Resources Branch	ACD	Assistant Commissioner's Office / Dep...	CRA/B/HRB/ACD	91
1	200	307	436	0	National HR Operations Directorate	National HR Operations Directorate	NHOD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	HRB	Human Resources Branch	NHOD	National HR Operations Directorate	CRA/B/HRB/NHOD	92
1	200	307	436	544	Headquarters, HR	Headquarters, HR	HH	5	PS	Public Service									NA	93
1	200	307	436	545	Wetern Region, HR	Wetern Region, HR	WRH	5	PS	Public Service									NA	94
1	200	307	436	546	Atlantic Region, HR	Atlantic Region, HR	ARH	5	PS	Public Service									NA	95
1	200	307	436	547	Ontario Region, HR	Ontario Region, HR	ORH	5	PS	Public Service									NA	96
1	200	307	436	548	Quebec Region, HR	Quebec Region, HR	QRH	5	PS	Public Service									NA	97
1	200	307	436	549	National Programs, HR	National Programs, HR	NPH	5	PS	Public Service									NA	98
1	200	307	437	0	Workplace Relations & Compensation Directorate	Workplace Relations & Compensation Directorate	WR&CD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	HRB	Human Resources Branch	WR&CD	Workplace Relations & Compensation Di...	CRA/B/HRB/WR&CD	99
1	200	307	437	550	Compensation Client Service Centre	Compensation Client Service Centre	CCSC	5	PS	Public Service									NA	100
1	200	307	437	551	Director General’s Offic...bour Relations Division	Director General’s Office / Corporate Compensation Division / Integrity & well-being Division / Labour Relations Division	DGrl’sOffcbRD	5	PS	Public Service									NA	101
1	200	307	438	0	Employment Programs Directorate	Employment Programs Directorate	EPD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	HRB	Human Resources Branch	EPD	Employment Programs Directorate	CRA/B/HRB/EPD	102
1	200	307	438	552	Director General’s Offic... and Diversity Division	Director General’s Office / Staffing and Recruitment Programs Division / Official Languages, Employment Equity and Diversity Division	DGODD	5	PS	Public Service									NA	103
1	200	307	438	553	Organizational Design & ...n - PM redesign project	Organizational Design & Classification Division / Competencies, Standardized Assessment, Performance & Recognition / Staffing Redesign Division / PM redesign project	OD&.-P	5	PS	Public Service									NA	104
1	200	307	439	0	Learning and Development Directorate	Learning and Development Directorate	LDD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	HRB	Human Resources Branch	LDD	Learning and Development Directorate	CRA/B/HRB/LDD	105
1	200	308	0	0	Information Technology Branch	Information Technology Branch	ITB	3	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch			CRA/B/ITB	106
1	200	308	440	0	Assistant Commissioner a...ess Management Division	Assistant Commissioner and Chief Information Officer’s Office / ACO Internal and Corporate Reporting / Deputy Assistant Commissioner, Corporate Systems and Support’s Office/Branch Business Management Division	ACMD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	ACMD	Assistant Commissioner and Chief Info...	CRA/B/ITB/ACMD	107
1	200	308	441	0	Systems Integrity Directorate	Systems Integrity Directorate	SID	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	SID	Systems Integrity Directorate	CRA/B/ITB/SID	108
1	200	308	441	554	Director General's Offic...rity Solutions Division	Director General's Office / IT Security Centre Division/ / IT Security Solutions Division	DGrl'sOffc...rSD	5	PS	Public Service									NA	109
1	200	308	441	555	Production Assurance Division	Production Assurance Division	PAD	5	PS	Public Service									NA	110
1	200	308	442	0	Corporate Enterprise Solutions Directorate	Corporate Enterprise Solutions Directorate	CESD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	CESD	Corporate Enterprise Solutions Direct...	CRA/B/ITB/CESD	111
1	200	308	442	556	Director General's Offic...gement Systems Division	Director General's Office / Management Systems Division	DGrl'sOffc...gSD	5	PS	Public Service									NA	112
1	200	308	442	557	Business Technologies  and  Innovation Division	Business Technologies  and  Innovation Division	BTID	5	PS	Public Service									NA	113
1	200	308	442	558	CAS Division	CAS Division	CASD	5	PS	Public Service									NA	114
1	200	308	443	0	Client Service Management Directorate	Client Service Management Directorate	CSMD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	CSMD	Client Service Management Directorate	CRA/B/ITB/CSMD	115
1	200	308	443	559	Director General's Offic...ice Management Division	Director General's Office / Client Computing Technology Management Division / External Service Management Division	DGrl'sOffc...cMD	5	PS	Public Service									NA	116
1	200	308	443	560	National IT Support Division	National IT Support Division	NISD	5	PS	Public Service									NA	117
1	200	308	444	0	National Support Services Directorate	National Support Services Directorate	NSSD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	NSSD	National Support Services Directorate	CRA/B/ITB/NSSD	118
1	200	308	444	561	Central Deskside IT Support Division	Central Deskside IT Support Division	CDISD	5	PS	Public Service									NA	119
1	200	308	444	562	Western Deskside IT Support Division	Western Deskside IT Support Division	WDISD	5	PS	Public Service									NA	120
1	200	308	444	563	Director General's Offic...ide IT Support Division	Director General's Office / Eastern Deskside IT Support Division	DGOISD	5	PS	Public Service									NA	121
1	200	308	444	564	National Information Tec...y Service Desk Division	National Information Technology Service Desk Division	NITSDD	5	PS	Public Service									NA	122
1	200	308	445	0	Solutions Architecture and Integration Directorate	Solutions Architecture and Integration Directorate	SAID	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	SAID	Solutions Architecture and Integratio...	CRA/B/ITB/SAID	123
1	200	308	445	565	Director General's Offic...cture Services Division	Director General's Office / Directorate Coordination Office / IT Architecture Services Division	DGrl'sOffc...cSD	5	PS	Public Service									NA	124
1	200	308	445	566	Strategic Engineering an...y Integration  Division	Strategic Engineering and Technology Integration  Division	SEID	5	PS	Public Service									NA	125
1	200	308	445	567	Engineering Tool Management and Analytics Division	Engineering Tool Management and Analytics Division	ETMAD	5	PS	Public Service									NA	126
1	200	308	446	0	Data and Business Intelligence Directorate	Data and Business Intelligence Directorate	DBID	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	DBID	Data and Business Intelligence Direct...	CRA/B/ITB/DBID	127
1	200	308	446	568	Director General's Offic...ogy Management Division	Director General's Office (includes Horizontal Initiatives Management Services) / Data Services and Technology Management Division	DGrl'sOffc...gMD	5	PS	Public Service									NA	128
1	200	308	446	569	Data Delivery Services Division	Data Delivery Services Division	DDSD	5	PS	Public Service									NA	129
1	200	308	446	570	Business Intelligence an...cision Support Division	Business Intelligence and Decision Support Division	BISD	5	PS	Public Service									NA	130
1	200	308	447	0	Business and Enterprise Solutions Directorate	Business and Enterprise Solutions Directorate	BESD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	BESD	Business and Enterprise Solutions Dir...	CRA/B/ITB/BESD	131
1	200	308	447	571	Director General's Offic...essing Systems Division	Director General's Office /  Business Suite Assessing Systems Division	DGrl'sOffc...sSD	5	PS	Public Service									NA	132
1	200	308	447	572	Business Accounting and Infodec Division	Business Accounting and Infodec Division	BAID	5	PS	Public Service									NA	133
1	200	308	447	573	Common Financial, Office...ement Services Division	Common Financial, Office and Document Management Services Division	CFOSD	5	PS	Public Service									NA	134
1	200	308	447	574	Enterprise Correspondence Division	Enterprise Correspondence Division	ECD	5	PS	Public Service									NA	135
1	200	308	447	575	Business Registration an...ucture Support Division	Business Registration and Infrastructure Support Division	BRSD	5	PS	Public Service									NA	136
1	200	308	447	576	Portals and E-Services Division	Portals and E-Services Division	PED	5	PS	Public Service									NA	137
1	200	308	448	0	Individual Returns Systems Directorate	Individual Returns Systems Directorate	IRSD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	IRSD	Individual Returns Systems Directorate	CRA/B/ITB/IRSD	138
1	200	308	448	577	Director General's Offic... Modernization Division	Director General's Office / Directorate Coordination Office / T3 Modernization Division	DGrl'sOffc...MdD	5	PS	Public Service									NA	139
1	200	308	448	578	Assessment Processing Division	Assessment Processing Division	APD	5	PS	Public Service									NA	140
1	200	308	448	579	T1 Accounting, Enquiries...aneous Systems Division	T1 Accounting, Enquiries, Matching and Miscellaneous Systems Division	TAESD	5	PS	Public Service									NA	141
1	200	308	448	580	Individual Identificatio...ontal Services Division	Individual Identification, T1 Desktop & Horizontal Services Division	IISD	5	PS	Public Service									NA	142
1	200	308	449	0	Benefits Systems Directorate	Benefits Systems Directorate	BSD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	BSD	Benefits Systems Directorate	CRA/B/ITB/BSD	143
1	200	308	449	581	Credit Determination Division	Credit Determination Division	CDD	5	PS	Public Service									NA	144
1	200	308	449	582	BSRP Development and Pro...tion Readiness Division	BSRP Development and Project Control Division/ BSRP Quality and Production Readiness Division	BDPRD	5	PS	Public Service									NA	145
1	200	308	450	0	Compliance Management Directorate	Compliance Management Directorate	CMD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	CMD	Compliance Management Directorate	CRA/B/ITB/CMD	146
1	200	308	450	583	Director General's Offic...nced Analytics Division	Director General's Office  / Directorate Coordination Office / Advanced Analytics Division	DGOAD	5	PS	Public Service									NA	147
1	200	308	450	584	Compliance Portfolio Application Support Division	Compliance Portfolio Application Support Division	CPASD	5	PS	Public Service									NA	148
1	200	308	450	585	Compliance Analytics, Ri...d Provisioning Division	Compliance Analytics, Risk and Provisioning Division	CARPD	5	PS	Public Service									NA	149
1	200	308	451	0	Debt Management, Regulat...and Appeals Directorate	Debt Management, Regulatory Affairs and Appeals Directorate	DMRAD	4	PS	Public Service	CRA	Canada Revenue Agency	B	Branches	ITB	Information Technology Branch	DMRAD	Debt Management, Regulatory Affairs a...	CRA/B/ITB/DMRAD	150
